ProbeSetID,FrequenciaTop50,MeanEvidenceScore,MaxEvidenceScore,MaxAbsAlpha,MaxAbsDeltaMean_Log2,MinFDR_Welch,MaxAUC_Separation
1416111_at,1,2.34688521506761,2.34688521506761,0.0143013140659546,2.18839,0.0214375109580091,1
1421551_s_at,1,2.31586295113989,2.31586295113989,0.0169276635820548,2.849836,0.0532882719656128,1
1456887_at,1,2.27956667442477,2.27956667442477,0.0138271829544108,2.128714,0.0276176289053475,1
1416454_s_at,1,2.2772508787456,2.2772508787456,0.0166053038904274,2.231196,0.0410011327226142,1
1424176_a_at,1,2.25388078848662,2.25388078848662,0.0115802249561743,1.935178,0.0214375109580091,1
1419599_s_at,1,2.25307784823605,2.25307784823605,0.0161948819111886,2.62731,0.0582387018038027,1
1429947_a_at,1,2.24829761633543,2.24829761633543,0.0159416854755575,2.838378,0.0670762317208106,1
1451932_a_at,1,2.24669847137483,2.24669847137483,0.0109901860841608,1.977836,0.0214375109580091,1
1419598_at,1,2.24221203626685,2.24221203626685,0.0157341804180902,2.565236,0.0560442094091958,1
1453568_at,1,2.2364736718805,2.2364736718805,0.0117752189181782,1.915028,0.0236449882503956,1
1420591_at,1,2.21882000730196,2.21882000730196,0.0151430842355435,2.665336,0.0633853921476269,1
1417262_at,1,2.21703254757538,2.21703254757538,0.0161855485268898,2.311646,0.0564121499430357,1
1428926_at,1,2.21417416249327,2.21417416249327,0.0124991009930869,1.78279,0.0262828375416597,1
